Source,Target,Count,Stage
C50,N63,1750.0,d1-d2
C50,F03,1476.0,d1-d2
F03,J69,51.0,d2-d3
C50,N84,1925.0,d1-d2
C50,N60,1640.0,d1-d2
C50,L90,979.0,d1-d2
C50,M25,1419.0,d1-d2
M25,F05,35.0,d2-d3
C50,N61,1013.0,d1-d2
C50,D24,989.0,d1-d2
C50,D05,9737.0,d1-d2
D05,N64,185.0,d2-d3
C50,D05,9737.0,d1-d2
D05,D24,108.0,d2-d3
C50,D05,9737.0,d1-d2
D05,N60,165.0,d2-d3
C50,C79,9410.0,d1-d2
C79,D63,407.0,d2-d3
C50,C79,9410.0,d1-d2
C79,A41,577.0,d2-d3
C50,E11,3125.0,d1-d2
E11,N39,295.0,d2-d3
N39,J18,28.0,d3-d4
C50,E11,3125.0,d1-d2
E11,J81,26.0,d2-d3
C50,E11,3125.0,d1-d2
E11,I24,21.0,d2-d3
C50,N64,2739.0,d1-d2
C50,N95,2847.0,d1-d2
N95,N80,26.0,d2-d3
C50,N85,780.0,d1-d2
C50,I89,571.0,d1-d2
C50,B34,546.0,d1-d2
C50,G30,571.0,d1-d2
G30,J69,20.0,d2-d3
C50,M90,686.0,d1-d2
I44,J18,7700.0,d1-d2
J18,J69,301.0,d2-d3
I44,J91,1193.0,d1-d2
J91,I46,43.0,d2-d3
E03,N17,7101.0,d1-d2
N17,J69,312.0,d2-d3
E03,J18,10126.0,d1-d2
J18,J69,333.0,d2-d3
E03,F01,2261.0,d1-d2
F01,J69,116.0,d2-d3
E03,J81,1670.0,d1-d2
E03,F05,3394.0,d1-d2
F05,J69,181.0,d2-d3
M79,N17,8647.0,d1-d2
N17,J69,410.0,d2-d3
M79,N17,8647.0,d1-d2
N17,F39,40.0,d2-d3
M79,F06,2092.0,d1-d2
F06,F03,372.0,d2-d3
F03,F00,20.0,d3-d4
M79,F06,2092.0,d1-d2
F06,F03,372.0,d2-d3
F03,G30,24.0,d3-d4
M79,F06,2092.0,d1-d2
F06,F03,372.0,d2-d3
F03,F01,41.0,d3-d4
M79,F06,2092.0,d1-d2
F06,J69,102.0,d2-d3
M79,F06,2092.0,d1-d2
F06,A41,148.0,d2-d3
M79,L89,1006.0,d1-d2
M79,A49,1638.0,d1-d2
M79,J22,11662.0,d1-d2
J22,J18,1741.0,d2-d3
J18,J69,89.0,d3-d4
M79,J22,11662.0,d1-d2
J22,I46,165.0,d2-d3
M79,J22,11662.0,d1-d2
J22,J96,459.0,d2-d3
M79,J22,11662.0,d1-d2
J22,J69,496.0,d2-d3
M79,J22,11662.0,d1-d2
J22,J15,144.0,d2-d3
M79,J22,11662.0,d1-d2
J22,F39,44.0,d2-d3
M79,B95,3732.0,d1-d2
B95,J69,115.0,d2-d3
M79,B95,3732.0,d1-d2
B95,I46,81.0,d2-d3
M79,L97,3056.0,d1-d2
L97,J18,463.0,d2-d3
J18,J69,22.0,d3-d4
M79,L97,3056.0,d1-d2
L97,A41,360.0,d2-d3
M79,L97,3056.0,d1-d2
L97,J96,96.0,d2-d3
M79,L97,3056.0,d1-d2
L97,J69,99.0,d2-d3
M79,L97,3056.0,d1-d2
L97,I46,60.0,d2-d3
M79,M86,715.0,d1-d2
K57,H26,15126.0,d1-d2
H26,H44,44.0,d2-d3
K57,H26,15126.0,d1-d2
H26,H27,40.0,d2-d3
K57,H26,15126.0,d1-d2
H26,H59,22.0,d2-d3
K57,K43,3380.0,d1-d2
K57,C25,888.0,d1-d2
C25,K83,147.0,d2-d3
K57,C25,888.0,d1-d2
C25,D63,31.0,d2-d3
K57,C25,888.0,d1-d2
C25,C80,39.0,d2-d3
K57,C25,888.0,d1-d2
C25,I26,42.0,d2-d3
K57,C25,888.0,d1-d2
C25,A41,54.0,d2-d3
K57,C25,888.0,d1-d2
C25,K56,30.0,d2-d3
K57,K66,2918.0,d1-d2
K57,D46,633.0,d1-d2
D46,A41,88.0,d2-d3
K57,D46,633.0,d1-d2
D46,D70,45.0,d2-d3
K57,D46,633.0,d1-d2
D46,D63,44.0,d2-d3
K57,C26,434.0,d1-d2
I95,F03,7821.0,d1-d2
F03,F00,500.0,d2-d3
F00,J69,29.0,d3-d4
I95,F03,7821.0,d1-d2
F03,F01,732.0,d2-d3
F01,J69,43.0,d3-d4
I95,F03,7821.0,d1-d2
F03,J69,463.0,d2-d3
I95,F03,7821.0,d1-d2
F03,F02,119.0,d2-d3
I95,F03,7821.0,d1-d2
F03,G30,639.0,d2-d3
G30,J69,35.0,d3-d4
I95,J18,15578.0,d1-d2
J18,J69,712.0,d2-d3
I95,F01,4060.0,d1-d2
F01,J69,275.0,d2-d3
I95,F00,2083.0,d1-d2
F00,J69,107.0,d2-d3
I95,J69,3703.0,d1-d2
I95,L89,1080.0,d1-d2
I95,F05,7226.0,d1-d2
F05,J69,535.0,d2-d3
I95,F39,422.0,d1-d2
I95,F02,629.0,d1-d2
I95,I62,720.0,d1-d2
N17,J69,8607.0,d1-d2
N17,F39,723.0,d1-d2
K44,H26,10465.0,d1-d2
H26,H44,34.0,d2-d3
K44,H26,10465.0,d1-d2
H26,H27,32.0,d2-d3
K44,K83,2372.0,d1-d2
K83,K66,56.0,d2-d3
K44,K81,3036.0,d1-d2
K81,K43,60.0,d2-d3
K44,K81,3036.0,d1-d2
K81,K91,26.0,d2-d3
K44,K66,1404.0,d1-d2
K44,K55,1923.0,d1-d2
K55,K91,34.0,d2-d3
K44,K64,1328.0,d1-d2
K44,K43,1703.0,d1-d2
K44,K82,1331.0,d1-d2
K44,M81,4695.0,d1-d2
M81,L89,34.0,d2-d3
K44,M81,4695.0,d1-d2
M81,J18,651.0,d2-d3
J18,J69,34.0,d3-d4
K44,M81,4695.0,d1-d2
M81,A04,129.0,d2-d3
K44,M81,4695.0,d1-d2
M81,J69,142.0,d2-d3
K44,M81,4695.0,d1-d2
M81,J96,128.0,d2-d3
K44,M81,4695.0,d1-d2
M81,F05,206.0,d2-d3
F05,J69,20.0,d3-d4
K44,C25,636.0,d1-d2
C25,K83,100.0,d2-d3
K44,C25,636.0,d1-d2
C25,D63,21.0,d2-d3
K44,C25,636.0,d1-d2
C25,A41,39.0,d2-d3
K44,C25,636.0,d1-d2
C25,I26,23.0,d2-d3
L97,J18,6687.0,d1-d2
J18,J69,250.0,d2-d3
L97,J69,1370.0,d1-d2
L97,I46,877.0,d1-d2
L97,J96,1200.0,d1-d2
L97,A41,5631.0,d1-d2
J18,J69,10512.0,d1-d2
M17,H26,7750.0,d1-d2
H26,H44,24.0,d2-d3
M17,H26,7750.0,d1-d2
H26,H27,21.0,d2-d3
M17,M79,5678.0,d1-d2
M79,J22,420.0,d2-d3
J22,J18,69.0,d3-d4
M17,M79,5678.0,d1-d2
M79,J22,420.0,d2-d3
J22,J69,26.0,d3-d4
M17,M79,5678.0,d1-d2
M79,L89,37.0,d2-d3
M17,M79,5678.0,d1-d2
M79,M86,25.0,d2-d3
M17,M79,5678.0,d1-d2
M79,A49,67.0,d2-d3
E78,H26,7490.0,d1-d2
H26,H27,28.0,d2-d3
E78,H26,7490.0,d1-d2
H26,H44,31.0,d2-d3
E78,D50,4158.0,d1-d2
D50,A41,268.0,d2-d3
E78,D50,4158.0,d1-d2
D50,J10,20.0,d2-d3
E78,D50,4158.0,d1-d2
D50,J96,81.0,d2-d3
E78,D50,4158.0,d1-d2
D50,A49,70.0,d2-d3
E78,D50,4158.0,d1-d2
D50,L89,29.0,d2-d3
E78,D50,4158.0,d1-d2
D50,D63,74.0,d2-d3
E78,D50,4158.0,d1-d2
D50,I46,89.0,d2-d3
E78,D50,4158.0,d1-d2
D50,K66,29.0,d2-d3
E78,D50,4158.0,d1-d2
D50,K55,90.0,d2-d3
E78,J90,4055.0,d1-d2
J90,I46,79.0,d2-d3
E78,J90,4055.0,d1-d2
J90,J69,79.0,d2-d3
E78,N19,2999.0,d1-d2
N19,N18,611.0,d2-d3
N18,A41,64.0,d3-d4
E78,N19,2999.0,d1-d2
N19,N18,611.0,d2-d3
N18,B95,44.0,d3-d4
E78,N19,2999.0,d1-d2
N19,N18,611.0,d2-d3
N18,I46,21.0,d3-d4
E78,N19,2999.0,d1-d2
N19,N18,611.0,d2-d3
N18,F05,28.0,d3-d4
E78,N19,2999.0,d1-d2
N19,I46,83.0,d2-d3
E78,N19,2999.0,d1-d2
N19,I12,204.0,d2-d3
I12,J18,30.0,d3-d4
E78,N19,2999.0,d1-d2
N19,I12,204.0,d2-d3
I12,B95,21.0,d3-d4
E78,N19,2999.0,d1-d2
N19,I12,204.0,d2-d3
I12,A41,26.0,d3-d4
E78,J98,2229.0,d1-d2
J98,I46,28.0,d2-d3
E78,J98,2229.0,d1-d2
J98,J69,36.0,d2-d3
E78,I46,1674.0,d1-d2
E78,N18,6319.0,d1-d2
N18,A41,513.0,d2-d3
E78,N18,6319.0,d1-d2
N18,A49,116.0,d2-d3
E78,N18,6319.0,d1-d2
N18,F05,316.0,d2-d3
F05,J69,21.0,d3-d4
E78,N18,6319.0,d1-d2
N18,I46,165.0,d2-d3
E78,N18,6319.0,d1-d2
N18,L89,50.0,d2-d3
E78,N18,6319.0,d1-d2
N18,J10,46.0,d2-d3
E78,N18,6319.0,d1-d2
N18,N25,34.0,d2-d3
E78,I95,4973.0,d1-d2
I95,F03,239.0,d2-d3
F03,F01,39.0,d3-d4
E78,I95,4973.0,d1-d2
I95,F03,239.0,d2-d3
F03,G30,21.0,d3-d4
E78,I95,4973.0,d1-d2
I95,J18,528.0,d2-d3
J18,J69,31.0,d3-d4
E78,I95,4973.0,d1-d2
I95,J69,119.0,d2-d3
E78,I95,4973.0,d1-d2
I95,L89,35.0,d2-d3
E78,I69,2514.0,d1-d2
I69,A41,158.0,d2-d3
E78,I69,2514.0,d1-d2
I69,J69,99.0,d2-d3
E78,J81,1980.0,d1-d2
E78,A08,737.0,d1-d2
I35,J18,8615.0,d1-d2
J18,J69,226.0,d2-d3
I35,B95,2104.0,d1-d2
B95,I46,66.0,d2-d3
I35,B95,2104.0,d1-d2
B95,J69,49.0,d2-d3
I35,J98,1995.0,d1-d2
J98,C79,43.0,d2-d3
I35,J98,1995.0,d1-d2
J98,I46,41.0,d2-d3
I35,J98,1995.0,d1-d2
J98,J69,32.0,d2-d3
I35,J91,1177.0,d1-d2
J91,I46,38.0,d2-d3
I35,A49,995.0,d1-d2
I35,I31,864.0,d1-d2
I35,I46,1850.0,d1-d2
I35,J96,1463.0,d1-d2
I35,J22,8902.0,d1-d2
J22,J18,1304.0,d2-d3
J18,J69,37.0,d3-d4
I35,J22,8902.0,d1-d2
J22,J15,85.0,d2-d3
I35,J22,8902.0,d1-d2
J22,J96,289.0,d2-d3
I35,J22,8902.0,d1-d2
J22,I46,216.0,d2-d3
I35,J22,8902.0,d1-d2
J22,J69,233.0,d2-d3
I35,J90,6006.0,d1-d2
J90,I46,148.0,d2-d3
I35,J90,6006.0,d1-d2
J90,J69,129.0,d2-d3
I35,N17,7340.0,d1-d2
N17,F39,26.0,d2-d3
I35,N17,7340.0,d1-d2
N17,J69,244.0,d2-d3
I35,I08,3914.0,d1-d2
I08,I46,120.0,d2-d3
I35,D68,548.0,d1-d2
F41,F03,2738.0,d1-d2
F03,J69,151.0,d2-d3
F41,F03,2738.0,d1-d2
F03,F02,30.0,d2-d3
F41,F03,2738.0,d1-d2
F03,F01,218.0,d2-d3
F01,J69,22.0,d3-d4
F41,F01,1268.0,d1-d2
F01,J69,81.0,d2-d3
F41,J18,6055.0,d1-d2
J18,J69,243.0,d2-d3
C20,N39,2511.0,d1-d2
N39,F01,33.0,d2-d3
C20,N39,2511.0,d1-d2
N39,J69,43.0,d2-d3
C20,N39,2511.0,d1-d2
N39,L89,23.0,d2-d3
C20,C77,3129.0,d1-d2
C77,D69,26.0,d2-d3
C20,C77,3129.0,d1-d2
C77,K43,163.0,d2-d3
C20,C77,3129.0,d1-d2
C77,J22,195.0,d2-d3
J22,J18,28.0,d3-d4
C20,C77,3129.0,d1-d2
C77,D64,186.0,d2-d3
D64,A41,21.0,d3-d4
C20,C77,3129.0,d1-d2
C77,D64,186.0,d2-d3
D64,J18,30.0,d3-d4
C20,C77,3129.0,d1-d2
C77,K91,301.0,d2-d3
K91,C79,35.0,d3-d4
C20,C77,3129.0,d1-d2
C77,D63,95.0,d2-d3
C20,C77,3129.0,d1-d2
C77,D70,144.0,d2-d3
C20,C77,3129.0,d1-d2
C77,J91,41.0,d2-d3
C20,C77,3129.0,d1-d2
C77,K59,196.0,d2-d3
K59,A41,20.0,d3-d4
C20,C77,3129.0,d1-d2
C77,A41,244.0,d2-d3
C20,C79,2256.0,d1-d2
C79,A41,168.0,d2-d3
C20,C79,2256.0,d1-d2
C79,D63,88.0,d2-d3
C20,I10,3403.0,d1-d2
I10,N39,352.0,d2-d3
N39,J18,30.0,d3-d4
C20,I10,3403.0,d1-d2
I10,J22,239.0,d2-d3
J22,J18,35.0,d3-d4
C20,I10,3403.0,d1-d2
I10,I95,118.0,d2-d3
I95,J18,20.0,d3-d4
C20,I10,3403.0,d1-d2
I10,I46,29.0,d2-d3
C20,I10,3403.0,d1-d2
I10,D64,249.0,d2-d3
D64,J18,21.0,d3-d4
C20,I10,3403.0,d1-d2
I10,D64,249.0,d2-d3
D64,A41,22.0,d3-d4
C20,I10,3403.0,d1-d2
I10,J81,31.0,d2-d3
C20,I10,3403.0,d1-d2
I10,K66,142.0,d2-d3
C20,I10,3403.0,d1-d2
I10,E83,48.0,d2-d3
C20,I10,3403.0,d1-d2
I10,A08,22.0,d2-d3
C20,I10,3403.0,d1-d2
I10,N99,22.0,d2-d3
C20,K92,1118.0,d1-d2
K92,J69,25.0,d2-d3
C20,K92,1118.0,d1-d2
K92,A41,81.0,d2-d3
C20,C80,1181.0,d1-d2
C80,D70,79.0,d2-d3
C20,K66,946.0,d1-d2
C20,K43,1223.0,d1-d2
C20,K52,1681.0,d1-d2
K52,A41,134.0,d2-d3
C20,K52,1681.0,d1-d2
K52,J18,134.0,d2-d3
C20,K52,1681.0,d1-d2
K52,F05,24.0,d2-d3
C20,N13,809.0,d1-d2
N13,D63,38.0,d2-d3
C20,N13,809.0,d1-d2
N13,N99,27.0,d2-d3
C20,A41,1596.0,d1-d2
C20,E87,971.0,d1-d2
E87,J69,24.0,d2-d3
C20,K59,1711.0,d1-d2
K59,A41,111.0,d2-d3
C20,N17,1744.0,d1-d2
N17,J69,32.0,d2-d3
C20,D63,840.0,d1-d2
C20,C78,6496.0,d1-d2
C78,A41,481.0,d2-d3
C20,C78,6496.0,d1-d2
C78,D70,308.0,d2-d3
C20,C78,6496.0,d1-d2
C78,D69,45.0,d2-d3
C20,C19,4202.0,d1-d2
C19,K59,233.0,d2-d3
K59,J18,24.0,d3-d4
C20,C19,4202.0,d1-d2
C19,K59,233.0,d2-d3
K59,K91,28.0,d3-d4
C20,C19,4202.0,d1-d2
C19,K43,166.0,d2-d3
C20,C19,4202.0,d1-d2
C19,K91,342.0,d2-d3
K91,C79,28.0,d3-d4
C20,C19,4202.0,d1-d2
C19,K66,144.0,d2-d3
C20,C19,4202.0,d1-d2
C19,C79,447.0,d2-d3
C79,A41,42.0,d3-d4
C20,C19,4202.0,d1-d2
C19,A41,267.0,d2-d3
C20,C19,4202.0,d1-d2
C19,C80,296.0,d2-d3
C80,D70,23.0,d3-d4
C20,C19,4202.0,d1-d2
C19,D70,130.0,d2-d3
C20,K62,4050.0,d1-d2
K62,K43,160.0,d2-d3
C20,K62,4050.0,d1-d2
K62,K66,107.0,d2-d3
C20,K63,2098.0,d1-d2
K63,C78,318.0,d2-d3
C78,A41,23.0,d3-d4
C20,K63,2098.0,d1-d2
K63,K43,109.0,d2-d3
C20,D64,1653.0,d1-d2
D64,C80,54.0,d2-d3
C20,D64,1653.0,d1-d2
D64,J69,25.0,d2-d3
C20,D64,1653.0,d1-d2
D64,C26,25.0,d2-d3
C20,D64,1653.0,d1-d2
D64,A41,145.0,d2-d3
C20,D64,1653.0,d1-d2
D64,D63,86.0,d2-d3
C20,D64,1653.0,d1-d2
D64,A49,26.0,d2-d3
C20,K65,548.0,d1-d2
K65,K43,47.0,d2-d3
C20,I97,429.0,d1-d2
C20,I80,659.0,d1-d2
I80,A41,34.0,d2-d3
C20,C26,416.0,d1-d2
E87,J69,4986.0,d1-d2
E87,I46,3007.0,d1-d2
C18,A41,3379.0,d1-d2
C18,K66,2163.0,d1-d2
C18,C79,4850.0,d1-d2
C79,D63,170.0,d2-d3
C18,C79,4850.0,d1-d2
C79,A41,310.0,d2-d3
C18,B96,2631.0,d1-d2
B96,J69,58.0,d2-d3
C18,B96,2631.0,d1-d2
B96,I46,22.0,d2-d3
C18,E87,2286.0,d1-d2
E87,J69,45.0,d2-d3
C18,E87,2286.0,d1-d2
E87,I46,31.0,d2-d3
C18,N17,3650.0,d1-d2
N17,J69,91.0,d2-d3
C18,D63,2958.0,d1-d2
C18,K43,1814.0,d1-d2
C18,C26,1578.0,d1-d2
C18,A04,849.0,d1-d2
C18,A09,1407.0,d1-d2
A09,J69,21.0,d2-d3
C18,E86,1493.0,d1-d2
E86,J69,21.0,d2-d3
C18,B95,1383.0,d1-d2
B95,J69,24.0,d2-d3
C18,K76,1333.0,d1-d2
K76,C78,430.0,d2-d3
C78,A41,28.0,d3-d4
C18,K76,1333.0,d1-d2
K76,A49,26.0,d2-d3
C18,K76,1333.0,d1-d2
K76,J96,20.0,d2-d3
C18,K76,1333.0,d1-d2
K76,E86,34.0,d2-d3
C18,K76,1333.0,d1-d2
K76,K72,31.0,d2-d3
C18,I97,1010.0,d1-d2
C18,K65,1387.0,d1-d2
K65,K43,71.0,d2-d3
C18,K65,1387.0,d1-d2
K65,I46,23.0,d2-d3
C18,N13,1318.0,d1-d2
N13,N99,34.0,d2-d3
C18,N13,1318.0,d1-d2
N13,B95,41.0,d2-d3
C18,N13,1318.0,d1-d2
N13,D63,52.0,d2-d3
C18,I80,1473.0,d1-d2
I80,A41,97.0,d2-d3
C18,D12,8608.0,d1-d2
D12,K66,359.0,d2-d3
C18,D12,8608.0,d1-d2
D12,C77,812.0,d2-d3
C77,J22,50.0,d3-d4
C18,D12,8608.0,d1-d2
D12,C77,812.0,d2-d3
C77,E86,31.0,d3-d4
C18,D12,8608.0,d1-d2
D12,C77,812.0,d2-d3
C77,K52,67.0,d3-d4
C18,D12,8608.0,d1-d2
D12,C77,812.0,d2-d3
C77,I26,30.0,d3-d4
C18,D12,8608.0,d1-d2
D12,C77,812.0,d2-d3
C77,K56,82.0,d3-d4
C18,D12,8608.0,d1-d2
D12,C77,812.0,d2-d3
C77,K43,22.0,d3-d4
C18,D12,8608.0,d1-d2
D12,C77,812.0,d2-d3
C77,A41,44.0,d3-d4
C18,D12,8608.0,d1-d2
D12,C77,812.0,d2-d3
C77,D70,35.0,d3-d4
C18,D12,8608.0,d1-d2
D12,C77,812.0,d2-d3
C77,K91,57.0,d3-d4
C18,D12,8608.0,d1-d2
D12,C77,812.0,d2-d3
C77,J18,69.0,d3-d4
C18,D12,8608.0,d1-d2
D12,C77,812.0,d2-d3
C77,K59,36.0,d3-d4
C18,D12,8608.0,d1-d2
D12,C77,812.0,d2-d3
C77,D63,37.0,d3-d4
C18,D12,8608.0,d1-d2
D12,C77,812.0,d2-d3
C77,D64,39.0,d3-d4
C18,D12,8608.0,d1-d2
D12,C77,812.0,d2-d3
C77,I80,21.0,d3-d4
C18,D12,8608.0,d1-d2
D12,C77,812.0,d2-d3
C77,J90,30.0,d3-d4
C18,D12,8608.0,d1-d2
D12,C77,812.0,d2-d3
C77,B95,38.0,d3-d4
C18,D12,8608.0,d1-d2
D12,C78,1148.0,d2-d3
C78,D70,52.0,d3-d4
C18,D12,8608.0,d1-d2
D12,C78,1148.0,d2-d3
C78,A41,76.0,d3-d4
C18,D12,8608.0,d1-d2
D12,K43,287.0,d2-d3
C18,D12,8608.0,d1-d2
D12,I97,154.0,d2-d3
C18,C78,17121.0,d1-d2
C78,A41,1126.0,d2-d3
C18,C78,17121.0,d1-d2
C78,D70,686.0,d2-d3
C18,C77,8265.0,d1-d2
C77,K59,517.0,d2-d3
K59,A41,43.0,d3-d4
C18,C77,8265.0,d1-d2
C77,K59,517.0,d2-d3
K59,J18,39.0,d3-d4
C18,C77,8265.0,d1-d2
C77,A41,573.0,d2-d3
C18,C77,8265.0,d1-d2
C77,J22,476.0,d2-d3
J22,J18,58.0,d3-d4
C18,C77,8265.0,d1-d2
C77,K52,610.0,d2-d3
K52,A41,50.0,d3-d4
C18,C77,8265.0,d1-d2
C77,K52,610.0,d2-d3
K52,J18,36.0,d3-d4
C18,C77,8265.0,d1-d2
C77,D64,486.0,d2-d3
D64,A41,47.0,d3-d4
C18,C77,8265.0,d1-d2
C77,D64,486.0,d2-d3
D64,J18,42.0,d3-d4
C18,C77,8265.0,d1-d2
C77,D64,486.0,d2-d3
D64,D63,28.0,d3-d4
C18,C77,8265.0,d1-d2
C77,D64,486.0,d2-d3
D64,C80,25.0,d3-d4
C18,C77,8265.0,d1-d2
C77,D70,344.0,d2-d3
C18,C77,8265.0,d1-d2
C77,J90,329.0,d2-d3
J90,J91,26.0,d3-d4
C18,C77,8265.0,d1-d2
C77,D63,329.0,d2-d3
C18,C77,8265.0,d1-d2
C77,K91,382.0,d2-d3
K91,C79,37.0,d3-d4
C18,C77,8265.0,d1-d2
C77,K43,256.0,d2-d3
C18,C77,8265.0,d1-d2
C77,I26,350.0,d2-d3
C18,C77,8265.0,d1-d2
C77,I82,53.0,d2-d3
C18,C77,8265.0,d1-d2
C77,I89,25.0,d2-d3
C18,C77,8265.0,d1-d2
C77,K12,37.0,d2-d3
C18,C77,8265.0,d1-d2
C77,M90,25.0,d2-d3
C18,C77,8265.0,d1-d2
C77,G55,24.0,d2-d3
C18,C77,8265.0,d1-d2
C77,C76,21.0,d2-d3
C18,K63,6304.0,d1-d2
K63,C78,1114.0,d2-d3
C78,D70,44.0,d3-d4
C18,K63,6304.0,d1-d2
K63,C78,1114.0,d2-d3
C78,A41,101.0,d3-d4
C18,K63,6304.0,d1-d2
K63,K43,210.0,d2-d3
C18,K56,7337.0,d1-d2
K56,I46,66.0,d2-d3
C18,C19,6734.0,d1-d2
C19,C79,672.0,d2-d3
C79,A41,34.0,d3-d4
C18,C19,6734.0,d1-d2
C19,A41,336.0,d2-d3
C18,C19,6734.0,d1-d2
C19,D70,239.0,d2-d3
C18,C19,6734.0,d1-d2
C19,K66,162.0,d2-d3
C18,C19,6734.0,d1-d2
C19,K52,359.0,d2-d3
K52,J18,24.0,d3-d4
C18,C19,6734.0,d1-d2
C19,K52,359.0,d2-d3
K52,A41,20.0,d3-d4
C18,C19,6734.0,d1-d2
C19,C80,557.0,d2-d3
C80,D70,49.0,d3-d4
C18,C19,6734.0,d1-d2
C19,K59,385.0,d2-d3
K59,J18,24.0,d3-d4
C18,C19,6734.0,d1-d2
C19,K59,385.0,d2-d3
K59,K91,21.0,d3-d4
C18,C19,6734.0,d1-d2
C19,K59,385.0,d2-d3
K59,A41,20.0,d3-d4
C18,C19,6734.0,d1-d2
C19,K43,184.0,d2-d3
C18,K59,3847.0,d1-d2
K59,J69,55.0,d2-d3
C18,K59,3847.0,d1-d2
K59,A41,225.0,d2-d3
C18,K52,3517.0,d1-d2
K52,I46,39.0,d2-d3
C18,K52,3517.0,d1-d2
K52,A41,232.0,d2-d3
C18,K52,3517.0,d1-d2
K52,F00,21.0,d2-d3
C18,K52,3517.0,d1-d2
K52,J69,27.0,d2-d3
C18,K52,3517.0,d1-d2
K52,A08,23.0,d2-d3
C18,K52,3517.0,d1-d2
K52,A49,41.0,d2-d3
C18,C80,3332.0,d1-d2
C80,D70,172.0,d2-d3
C18,N83,415.0,d1-d2
N83,K56,39.0,d2-d3
C18,A49,740.0,d1-d2
C83,A41,2296.0,d1-d2
C83,D70,2710.0,d1-d2
C83,I48,814.0,d1-d2
I48,A41,141.0,d2-d3
C83,I48,814.0,d1-d2
I48,A09,22.0,d2-d3
C83,I48,814.0,d1-d2
I48,A49,27.0,d2-d3
C83,I48,814.0,d1-d2
I48,A04,26.0,d2-d3
C83,J22,1278.0,d1-d2
J22,J96,32.0,d2-d3
C83,D64,828.0,d1-d2
D64,A41,138.0,d2-d3
C83,D64,828.0,d1-d2
D64,D63,48.0,d2-d3
C83,D64,828.0,d1-d2
D64,A49,24.0,d2-d3
C83,K59,801.0,d1-d2
K59,A41,148.0,d2-d3
C83,N39,1081.0,d1-d2
N39,J69,22.0,d2-d3
C83,J18,1390.0,d1-d2
J18,J69,30.0,d2-d3
C83,C85,5753.0,d1-d2
C85,A41,911.0,d2-d3
C83,C85,5753.0,d1-d2
C85,J22,565.0,d2-d3
J22,J18,89.0,d3-d4
C83,C85,5753.0,d1-d2
C85,D70,1162.0,d2-d3
C83,C85,5753.0,d1-d2
C85,N19,167.0,d2-d3
N19,N18,24.0,d3-d4
C83,C85,5753.0,d1-d2
C85,K52,278.0,d2-d3
K52,A41,43.0,d3-d4
C83,C85,5753.0,d1-d2
C85,K52,278.0,d2-d3
K52,J18,30.0,d3-d4
C83,C85,5753.0,d1-d2
C85,D63,250.0,d2-d3
C83,C85,5753.0,d1-d2
C85,I95,212.0,d2-d3
I95,J18,25.0,d3-d4
C83,E87,639.0,d1-d2
E87,J69,22.0,d2-d3
C83,L03,434.0,d1-d2
L03,A41,77.0,d2-d3
C83,L03,434.0,d1-d2
L03,A04,28.0,d2-d3
C83,M54,494.0,d1-d2
M54,A09,25.0,d2-d3
C83,M54,494.0,d1-d2
M54,J18,39.0,d2-d3
C83,K52,575.0,d1-d2
K52,A41,93.0,d2-d3
C83,I50,604.0,d1-d2
I50,A41,83.0,d2-d3
C83,D63,547.0,d1-d2
M10,J18,4071.0,d1-d2
J18,J69,156.0,d2-d3
M10,A41,2282.0,d1-d2
M10,F05,1454.0,d1-d2
F05,J69,89.0,d2-d3
M10,I46,519.0,d1-d2
M81,F01,2573.0,d1-d2
F01,J69,149.0,d2-d3
M81,J69,2186.0,d1-d2
M81,E86,2770.0,d1-d2
E86,J69,138.0,d2-d3
M81,E86,2770.0,d1-d2
E86,I46,36.0,d2-d3
M81,A04,1658.0,d1-d2
M81,L89,901.0,d1-d2
M81,J18,11296.0,d1-d2
J18,J69,426.0,d2-d3
M81,F05,4222.0,d1-d2
F05,J69,255.0,d2-d3
M81,J96,2678.0,d1-d2
F06,F00,2128.0,d1-d2
F00,J69,110.0,d2-d3
F06,G30,2952.0,d1-d2
G30,J69,154.0,d2-d3
F06,A41,3144.0,d1-d2
F06,F01,4369.0,d1-d2
F01,J69,329.0,d2-d3
F06,J69,2675.0,d1-d2
F06,F03,8738.0,d1-d2
F03,F01,761.0,d2-d3
F01,J69,59.0,d3-d4
F06,F03,8738.0,d1-d2
F03,J69,572.0,d2-d3
F06,F03,8738.0,d1-d2
F03,F00,499.0,d2-d3
F00,J69,29.0,d3-d4
F06,F03,8738.0,d1-d2
F03,G30,649.0,d2-d3
G30,J69,35.0,d3-d4
F06,F03,8738.0,d1-d2
F03,F02,76.0,d2-d3
F06,F02,431.0,d1-d2
C15,J18,2228.0,d1-d2
J18,J69,160.0,d2-d3
C15,C79,2557.0,d1-d2
C79,D63,100.0,d2-d3
C15,C79,2557.0,d1-d2
C79,A41,104.0,d2-d3
C15,C77,3418.0,d1-d2
C77,J18,387.0,d2-d3
J18,J69,26.0,d3-d4
C15,C77,3418.0,d1-d2
C77,J22,356.0,d2-d3
J22,J69,27.0,d3-d4
C15,C77,3418.0,d1-d2
C77,J22,356.0,d2-d3
J22,J18,44.0,d3-d4
C15,C77,3418.0,d1-d2
C77,D64,235.0,d2-d3
D64,J18,21.0,d3-d4
C15,C77,3418.0,d1-d2
C77,D64,235.0,d2-d3
