source,target,count,stage,start_stage,disease1,disease2,disease3,sex,age_group,simd,n_death,dataset
C509,C782,5,d1-d2,d1,C509,C782,,All,All,SIMD 3,5,trj5_simd3.csv
C509,C786,6,d1-d2,d1,C509,C786,,All,All,SIMD 3,6,trj5_simd3.csv
C509,C787,44,d1-d2,d1,C509,C787,,All,All,SIMD 3,43,trj5_simd3.csv
C509,C793,17,d1-d2,d1,C509,C793,,All,All,SIMD 3,16,trj5_simd3.csv
C509,C795,40,d1-d2,d1,C509,C795,,All,All,SIMD 3,36,trj5_simd3.csv
C509,C795 D,5,d1-d2,d1,C509,C795 D,,All,All,SIMD 3,5,trj5_simd3.csv
C509,C798,15,d1-d2,d1,C509,C798,,All,All,SIMD 3,11,trj5_simd3.csv
C509,C80X,6,d1-d2,d1,C509,C80X,,All,All,SIMD 3,6,trj5_simd3.csv
C509,G451,25,d1-d2,d1,C509,G451,,All,All,SIMD 3,<5,trj5_simd3.csv
C509,G459,20,d1-d2,d1,C509,G459,,All,All,SIMD 3,<5,trj5_simd3.csv
C539,C780,7,d1-d2,d1,C539,C780,,All,All,SIMD 3,7,trj5_simd3.csv
C541,C780,8,d1-d2,d1,C541,C780,,All,All,SIMD 3,8,trj5_simd3.csv
C541,C786,7,d1-d2,d1,C541,C786,,All,All,SIMD 3,7,trj5_simd3.csv
C541,E119,12,d1-d2,d1,C541,E119,,All,All,SIMD 3,<5,trj5_simd3.csv
C541,G459,6,d1-d2,d1,C541,G459,,All,All,SIMD 3,,trj5_simd3.csv
C56X,C786,37,d1-d2,d1,C56X,C786,,All,All,SIMD 3,33,trj5_simd3.csv
C56X,C787,11,d1-d2,d1,C56X,C787,,All,All,SIMD 3,9,trj5_simd3.csv
C61X,C775,5,d1-d2,d1,C61X,C775,,All,All,SIMD 3,,trj5_simd3.csv
C61X,C795,69,d1-d2,d1,C61X,C795,,All,All,SIMD 3,59,trj5_simd3.csv
C61X,C795 D,9,d1-d2,d1,C61X,C795 D,,All,All,SIMD 3,8,trj5_simd3.csv
C61X,C798,8,d1-d2,d1,C61X,C798,,All,All,SIMD 3,7,trj5_simd3.csv
C61X,C799,5,d1-d2,d1,C61X,C799,,All,All,SIMD 3,<5,trj5_simd3.csv
C61X,C80X,7,d1-d2,d1,C61X,C80X,,All,All,SIMD 3,7,trj5_simd3.csv
C61X,G309,5,d1-d2,d1,C61X,G309,,All,All,SIMD 3,5,trj5_simd3.csv
C64X,C780,16,d1-d2,d1,C64X,C780,,All,All,SIMD 3,11,trj5_simd3.csv
C64X,C787,5,d1-d2,d1,C64X,C787,,All,All,SIMD 3,<5,trj5_simd3.csv
C64X,C795,6,d1-d2,d1,C64X,C795,,All,All,SIMD 3,6,trj5_simd3.csv
C64X,C80X,5,d1-d2,d1,C64X,C80X,,All,All,SIMD 3,5,trj5_simd3.csv
C64X,N183,7,d1-d2,d1,C64X,N183,,All,All,SIMD 3,<5,trj5_simd3.csv
C679,C780,8,d1-d2,d1,C679,C780,,All,All,SIMD 3,8,trj5_simd3.csv
C679,C787,6,d1-d2,d1,C679,C787,,All,All,SIMD 3,6,trj5_simd3.csv
C679,C795,7,d1-d2,d1,C679,C795,,All,All,SIMD 3,7,trj5_simd3.csv
C679,C798,5,d1-d2,d1,C679,C798,,All,All,SIMD 3,5,trj5_simd3.csv
C679,E119,9,d1-d2,d1,C679,E119,,All,All,SIMD 3,6,trj5_simd3.csv
C679,F03X,11,d1-d2,d1,C679,F03X,,All,All,SIMD 3,9,trj5_simd3.csv
C679,J449,9,d1-d2,d1,C679,J449,,All,All,SIMD 3,7,trj5_simd3.csv
C679,N19X,7,d1-d2,d1,C679,N19X,,All,All,SIMD 3,7,trj5_simd3.csv
C73X,C770,5,d1-d2,d1,C73X,C770,,All,All,SIMD 3,<5,trj5_simd3.csv
E109,E103 D,6,d1-d2,d1,E109,E103 D,,All,All,SIMD 3,<5,trj5_simd3.csv
E119,E113 D,11,d1-d2,d1,E119,E113 D,,All,All,SIMD 3,<5,trj5_simd3.csv
E119,F019,12,d1-d2,d1,E119,F019,,All,All,SIMD 3,8,trj5_simd3.csv
E119,F03X,39,d1-d2,d1,E119,F03X,,All,All,SIMD 3,33,trj5_simd3.csv
E119,G309 D,8,d1-d2,d1,E119,G309 D,,All,All,SIMD 3,6,trj5_simd3.csv
E119,G451,80,d1-d2,d1,E119,G451,,All,All,SIMD 3,7,trj5_simd3.csv
E119,G459,60,d1-d2,d1,E119,G459,,All,All,SIMD 3,8,trj5_simd3.csv
E119,I219,5,d1-d2,d1,E119,I219,I501,All,All,SIMD 3,5,trj5_simd3.csv
I219,I501,5,d2-d3,d2,E119,I219,I501,All,All,SIMD 3,5,trj5_simd3.csv
E119,K760,14,d1-d2,d1,E119,K760,,All,All,SIMD 3,<5,trj5_simd3.csv
E119,N183,39,d1-d2,d1,E119,N183,F03X,All,All,SIMD 3,<5,trj5_simd3.csv
N183,F03X,5,d2-d3,d2,E119,N183,F03X,All,All,SIMD 3,<5,trj5_simd3.csv
E119,N183,39,d1-d2,d1,E119,N183,,All,All,SIMD 3,12,trj5_simd3.csv
E119,N189,19,d1-d2,d1,E119,N189,,All,All,SIMD 3,12,trj5_simd3.csv
G451,C155,6,d1-d2,d1,G451,C155,,All,All,SIMD 3,<5,trj5_simd3.csv
G451,C159,16,d1-d2,d1,G451,C159,,All,All,SIMD 3,12,trj5_simd3.csv
G451,C504,5,d1-d2,d1,G451,C504,C773,All,All,SIMD 3,,trj5_simd3.csv
C504,C773,5,d2-d3,d2,G451,C504,C773,All,All,SIMD 3,,trj5_simd3.csv
G451,C61X,18,d1-d2,d1,G451,C61X,,All,All,SIMD 3,,trj5_simd3.csv
G451,I2190,8,d1-d2,d1,G451,I2190,,All,All,SIMD 3,<5,trj5_simd3.csv
G451,J449,23,d1-d2,d1,G451,J449,,All,All,SIMD 3,6,trj5_simd3.csv
G451,J459,5,d1-d2,d1,G451,J459,E119,All,All,SIMD 3,,trj5_simd3.csv
J459,E119,5,d2-d3,d2,G451,J459,E119,All,All,SIMD 3,,trj5_simd3.csv
G451,J47X,8,d1-d2,d1,G451,J47X,,All,All,SIMD 3,<5,trj5_simd3.csv
G451,N183,27,d1-d2,d1,G451,N183,F03X,All,All,SIMD 3,<5,trj5_simd3.csv
N183,F03X,5,d2-d3,d2,G451,N183,F03X,All,All,SIMD 3,<5,trj5_simd3.csv
G451,N183,27,d1-d2,d1,G451,N183,,All,All,SIMD 3,6,trj5_simd3.csv
G459,C159,5,d1-d2,d1,G459,C159,,All,All,SIMD 3,5,trj5_simd3.csv
G459,I2190,8,d1-d2,d1,G459,I2190,,All,All,SIMD 3,<5,trj5_simd3.csv
G459,N183,19,d1-d2,d1,G459,N183,,All,All,SIMD 3,<5,trj5_simd3.csv
G819,I693,5,d1-d2,d1,G819,I693,,All,All,SIMD 3,<5,trj5_simd3.csv
G819,I694,11,d1-d2,d1,G819,I694,,All,All,SIMD 3,8,trj5_simd3.csv
I210,I501,37,d1-d2,d1,I210,I501,,All,All,SIMD 3,16,trj5_simd3.csv
I2101,I5010,15,d1-d2,d1,I2101,I5010,,All,All,SIMD 3,<5,trj5_simd3.csv
I211,E119,5,d1-d2,d1,I211,E119,,All,All,SIMD 3,<5,trj5_simd3.csv
I211,I501,30,d1-d2,d1,I211,I501,,All,All,SIMD 3,17,trj5_simd3.csv
I2111,E119,7,d1-d2,d1,I2111,E119,,All,All,SIMD 3,,trj5_simd3.csv
I2111,I5010,13,d1-d2,d1,I2111,I5010,,All,All,SIMD 3,,trj5_simd3.csv
I214,I501,10,d1-d2,d1,I214,I501,,All,All,SIMD 3,5,trj5_simd3.csv
I219,E119,17,d1-d2,d1,I219,E119,,All,All,SIMD 3,8,trj5_simd3.csv
I219,F03X,13,d1-d2,d1,I219,F03X,,All,All,SIMD 3,12,trj5_simd3.csv
I219,I500,14,d1-d2,d1,I219,I500,,All,All,SIMD 3,14,trj5_simd3.csv
I219,I501,41,d1-d2,d1,I219,I501,,All,All,SIMD 3,28,trj5_simd3.csv
I219,I509,7,d1-d2,d1,I219,I509,,All,All,SIMD 3,6,trj5_simd3.csv
I219,J449,8,d1-d2,d1,I219,J449,,All,All,SIMD 3,8,trj5_simd3.csv
I219,N189,5,d1-d2,d1,I219,N189,,All,All,SIMD 3,5,trj5_simd3.csv
I219,N19X,5,d1-d2,d1,I219,N19X,,All,All,SIMD 3,5,trj5_simd3.csv
I2190,E119,23,d1-d2,d1,I2190,E119,,All,All,SIMD 3,5,trj5_simd3.csv
I2190,I501,7,d1-d2,d1,I2190,I501,,All,All,SIMD 3,<5,trj5_simd3.csv
I2190,I5010,16,d1-d2,d1,I2190,I5010,,All,All,SIMD 3,6,trj5_simd3.csv
I2190,I5019,13,d1-d2,d1,I2190,I5019,,All,All,SIMD 3,,trj5_simd3.csv
I2191,I5010,5,d1-d2,d1,I2191,I5010,,All,All,SIMD 3,<5,trj5_simd3.csv
I2191,I5019,6,d1-d2,d1,I2191,I5019,,All,All,SIMD 3,<5,trj5_simd3.csv
I252,E119,20,d1-d2,d1,I252,E119,,All,All,SIMD 3,10,trj5_simd3.csv
I252,F03X,12,d1-d2,d1,I252,F03X,,All,All,SIMD 3,12,trj5_simd3.csv
I500,F03X,12,d1-d2,d1,I500,F03X,,All,All,SIMD 3,12,trj5_simd3.csv
I500,I64X,8,d1-d2,d1,I500,I64X,,All,All,SIMD 3,8,trj5_simd3.csv
I500,J449,17,d1-d2,d1,I500,J449,,All,All,SIMD 3,15,trj5_simd3.csv
I500,N189,17,d1-d2,d1,I500,N189,,All,All,SIMD 3,15,trj5_simd3.csv
I500,N19X,19,d1-d2,d1,I500,N19X,,All,All,SIMD 3,19,trj5_simd3.csv
I501,F03X,10,d1-d2,d1,I501,F03X,,All,All,SIMD 3,10,trj5_simd3.csv
I501,I252,18,d1-d2,d1,I501,I252,E119,All,All,SIMD 3,<5,trj5_simd3.csv
I252,E119,5,d2-d3,d2,I501,I252,E119,All,All,SIMD 3,<5,trj5_simd3.csv
I501,I252,18,d1-d2,d1,I501,I252,,All,All,SIMD 3,12,trj5_simd3.csv
I501,J449,10,d1-d2,d1,I501,J449,,All,All,SIMD 3,9,trj5_simd3.csv
I501,N189,16,d1-d2,d1,I501,N189,,All,All,SIMD 3,13,trj5_simd3.csv
I501,N19X,12,d1-d2,d1,I501,N19X,,All,All,SIMD 3,12,trj5_simd3.csv
I5019,N183,5,d1-d2,d1,I5019,N183,,All,All,SIMD 3,<5,trj5_simd3.csv
I509,N189,5,d1-d2,d1,I509,N189,,All,All,SIMD 3,5,trj5_simd3.csv
I509,N19X,5,d1-d2,d1,I509,N19X,,All,All,SIMD 3,5,trj5_simd3.csv
I620,F03X,7,d1-d2,d1,I620,F03X,,All,All,SIMD 3,7,trj5_simd3.csv
I639,E119,48,d1-d2,d1,I639,E119,,All,All,SIMD 3,23,trj5_simd3.csv
I639,F011,6,d1-d2,d1,I639,F011,,All,All,SIMD 3,6,trj5_simd3.csv
I639,F019,21,d1-d2,d1,I639,F019,,All,All,SIMD 3,18,trj5_simd3.csv
I639,F03X,33,d1-d2,d1,I639,F03X,,All,All,SIMD 3,29,trj5_simd3.csv
I639,G309 D,5,d1-d2,d1,I639,G309 D,,All,All,SIMD 3,<5,trj5_simd3.csv
I639,G819,17,d1-d2,d1,I639,G819,,All,All,SIMD 3,6,trj5_simd3.csv
I639,I252,17,d1-d2,d1,I639,I252,,All,All,SIMD 3,10,trj5_simd3.csv
I639,J449,16,d1-d2,d1,I639,J449,,All,All,SIMD 3,8,trj5_simd3.csv
I639,N183,16,d1-d2,d1,I639,N183,,All,All,SIMD 3,6,trj5_simd3.csv
I64X,E119,35,d1-d2,d1,I64X,E119,,All,All,SIMD 3,17,trj5_simd3.csv
I64X,F019,14,d1-d2,d1,I64X,F019,,All,All,SIMD 3,13,trj5_simd3.csv
I64X,F03X,51,d1-d2,d1,I64X,F03X,,All,All,SIMD 3,47,trj5_simd3.csv
I64X,G309 D,6,d1-d2,d1,I64X,G309 D,,All,All,SIMD 3,6,trj5_simd3.csv
I64X,G819,20,d1-d2,d1,I64X,G819,,All,All,SIMD 3,14,trj5_simd3.csv
I64X,I739,11,d1-d2,d1,I64X,I739,,All,All,SIMD 3,9,trj5_simd3.csv
I64X,J449,18,d1-d2,d1,I64X,J449,,All,All,SIMD 3,13,trj5_simd3.csv
I64X,N189,5,d1-d2,d1,I64X,N189,,All,All,SIMD 3,<5,trj5_simd3.csv
I678,F019,6,d1-d2,d1,I678,F019,,All,All,SIMD 3,5,trj5_simd3.csv
I678,F03X,6,d1-d2,d1,I678,F03X,,All,All,SIMD 3,6,trj5_simd3.csv
I679,F019,14,d1-d2,d1,I679,F019,,All,All,SIMD 3,12,trj5_simd3.csv
I679,F03X,26,d1-d2,d1,I679,F03X,,All,All,SIMD 3,24,trj5_simd3.csv
I713,J449,6,d1-d2,d1,I713,J449,,All,All,SIMD 3,6,trj5_simd3.csv
I739,E119,24,d1-d2,d1,I739,E119,,All,All,SIMD 3,11,trj5_simd3.csv
I739,J449,21,d1-d2,d1,I739,J449,,All,All,SIMD 3,14,trj5_simd3.csv
I739,N189,6,d1-d2,d1,I739,N189,,All,All,SIMD 3,<5,trj5_simd3.csv
J40X,G451,13,d1-d2,d1,J40X,G451,,All,All,SIMD 3,<5,trj5_simd3.csv
J40X,G459,5,d1-d2,d1,J40X,G459,,All,All,SIMD 3,<5,trj5_simd3.csv
J440,C349,13,d1-d2,d1,J440,C349,,All,All,SIMD 3,12,trj5_simd3.csv
J440,F019,7,d1-d2,d1,J440,F019,,All,All,SIMD 3,6,trj5_simd3.csv
J440,F03X,23,d1-d2,d1,J440,F03X,,All,All,SIMD 3,22,trj5_simd3.csv
J440,I500,12,d1-d2,d1,J440,I500,,All,All,SIMD 3,12,trj5_simd3.csv
J440,N183,6,d1-d2,d1,J440,N183,,All,All,SIMD 3,<5,trj5_simd3.csv
J441,C349,11,d1-d2,d1,J441,C349,,All,All,SIMD 3,11,trj5_simd3.csv
J441,I252,6,d1-d2,d1,J441,I252,,All,All,SIMD 3,5,trj5_simd3.csv
J441,I500,9,d1-d2,d1,J441,I500,,All,All,SIMD 3,9,trj5_simd3.csv
J441,N189,5,d1-d2,d1,J441,N189,,All,All,SIMD 3,<5,trj5_simd3.csv
J449,C349,18,d1-d2,d1,J449,C349,,All,All,SIMD 3,17,trj5_simd3.csv
J449,F019,13,d1-d2,d1,J449,F019,,All,All,SIMD 3,9,trj5_simd3.csv
J449,F03X,26,d1-d2,d1,J449,F03X,,All,All,SIMD 3,25,trj5_simd3.csv
J449,G309 D,6,d1-d2,d1,J449,G309 D,,All,All,SIMD 3,<5,trj5_simd3.csv
J449,N189,10,d1-d2,d1,J449,N189,,All,All,SIMD 3,6,trj5_simd3.csv
J459,B182,6,d1-d2,d1,J459,B182,,All,All,SIMD 3,<5,trj5_simd3.csv
J459,E119,91,d1-d2,d1,J459,E119,G451,All,All,SIMD 3,<5,trj5_simd3.csv
E119,G451,5,d2-d3,d2,J459,E119,G451,All,All,SIMD 3,<5,trj5_simd3.csv
J459,E119,91,d1-d2,d1,J459,E119,G459,All,All,SIMD 3,,trj5_simd3.csv
E119,G459,5,d2-d3,d2,J459,E119,G459,All,All,SIMD 3,,trj5_simd3.csv
J459,E119,91,d1-d2,d1,J459,E119,,All,All,SIMD 3,14,trj5_simd3.csv
J459,G451,149,d1-d2,d1,J459,G451,E119,All,All,SIMD 3,,trj5_simd3.csv
G451,E119,7,d2-d3,d2,J459,G451,E119,All,All,SIMD 3,,trj5_simd3.csv
J459,G451,149,d1-d2,d1,J459,G451,,All,All,SIMD 3,9,trj5_simd3.csv
J459,G459,122,d1-d2,d1,J459,G459,,All,All,SIMD 3,10,trj5_simd3.csv
J459,K760,11,d1-d2,d1,J459,K760,,All,All,SIMD 3,<5,trj5_simd3.csv
J459,M0699,6,d1-d2,d1,J459,M0699,,All,All,SIMD 3,<5,trj5_simd3.csv
K259,C169,5,d1-d2,d1,K259,C169,,All,All,SIMD 3,5,trj5_simd3.csv
K259,G451,19,d1-d2,d1,K259,G451,,All,All,SIMD 3,<5,trj5_simd3.csv
K259,G459,12,d1-d2,d1,K259,G459,,All,All,SIMD 3,,trj5_simd3.csv
K267,G451,5,d1-d2,d1,K267,G451,,All,All,SIMD 3,,trj5_simd3.csv
K269,G451,15,d1-d2,d1,K269,G451,,All,All,SIMD 3,<5,trj5_simd3.csv
K269,G459,11,d1-d2,d1,K269,G459,,All,All,SIMD 3,,trj5_simd3.csv
K760,G451,12,d1-d2,d1,K760,G451,,All,All,SIMD 3,,trj5_simd3.csv
K760,G459,13,d1-d2,d1,K760,G459,,All,All,SIMD 3,<5,trj5_simd3.csv
M0699,G451,8,d1-d2,d1,M0699,G451,,All,All,SIMD 3,,trj5_simd3.csv
M0699,G459,6,d1-d2,d1,M0699,G459,,All,All,SIMD 3,<5,trj5_simd3.csv
N183,M353,5,d1-d2,d1,N183,M353,,All,All,SIMD 3,,trj5_simd3.csv
N189,F019,7,d1-d2,d1,N189,F019,,All,All,SIMD 3,7,trj5_simd3.csv
N189,F03X,19,d1-d2,d1,N189,F03X,,All,All,SIMD 3,18,trj5_simd3.csv
N19X,F03X,8,d1-d2,d1,N19X,F03X,,All,All,SIMD 3,8,trj5_simd3.csv
C099,C770,12,d1-d2,d1,C099,C770,,All,All,SIMD 4,<5,trj5_simd4.csv
C155,C787,7,d1-d2,d1,C155,C787,,All,All,SIMD 4,6,trj5_simd4.csv
C159,C780,6,d1-d2,d1,C159,C780,,All,All,SIMD 4,6,trj5_simd4.csv
C159,C787,16,d1-d2,d1,C159,C787,,All,All,SIMD 4,15,trj5_simd4.csv
C159,C795,6,d1-d2,d1,C159,C795,,All,All,SIMD 4,6,trj5_simd4.csv
C169,C786,6,d1-d2,d1,C169,C786,,All,All,SIMD 4,6,trj5_simd4.csv
C169,C787,12,d1-d2,d1,C169,C787,,All,All,SIMD 4,12,trj5_simd4.csv
C170,C787,6,d1-d2,d1,C170,C787,,All,All,SIMD 4,6,trj5_simd4.csv
C180,C772,7,d1-d2,d1,C180,C772,,All,All,SIMD 4,5,trj5_simd4.csv
C180,C786,6,d1-d2,d1,C180,C786,,All,All,SIMD 4,5,trj5_simd4.csv
C180,C787,26,d1-d2,d1,C180,C787,,All,All,SIMD 4,23,trj5_simd4.csv
C181,C786,5,d1-d2,d1,C181,C786,,All,All,SIMD 4,,trj5_simd4.csv
C182,C787,10,d1-d2,d1,C182,C787,,All,All,SIMD 4,9,trj5_simd4.csv
C185,C787,5,d1-d2,d1,C185,C787,,All,All,SIMD 4,5,trj5_simd4.csv
C186,C787,6,d1-d2,d1,C186,C787,,All,All,SIMD 4,5,trj5_simd4.csv
C187,C772,7,d1-d2,d1,C187,C772,,All,All,SIMD 4,<5,trj5_simd4.csv
C187,C779,5,d1-d2,d1,C187,C779,,All,All,SIMD 4,<5,trj5_simd4.csv
C187,C780,7,d1-d2,d1,C187,C780,,All,All,SIMD 4,6,trj5_simd4.csv
C187,C786,7,d1-d2,d1,C187,C786,,All,All,SIMD 4,5,trj5_simd4.csv
C187,C787,27,d1-d2,d1,C187,C787,,All,All,SIMD 4,26,trj5_simd4.csv
C189,C780,6,d1-d2,d1,C189,C780,,All,All,SIMD 4,6,trj5_simd4.csv
C189,C785,6,d1-d2,d1,C189,C785,,All,All,SIMD 4,6,trj5_simd4.csv
C189,C787,31,d1-d2,d1,C189,C787,,All,All,SIMD 4,30,trj5_simd4.csv
C189,C798,5,d1-d2,d1,C189,C798,,All,All,SIMD 4,5,trj5_simd4.csv
C189,C80X,8,d1-d2,d1,C189,C80X,,All,All,SIMD 4,8,trj5_simd4.csv
C19X,C780,8,d1-d2,d1,C19X,C780,,All,All,SIMD 4,7,trj5_simd4.csv
C19X,C785,6,d1-d2,d1,C19X,C785,,All,All,SIMD 4,6,trj5_simd4.csv
C19X,C787,23,d1-d2,d1,C19X,C787,,All,All,SIMD 4,21,trj5_simd4.csv
C20X,C772,7,d1-d2,d1,C20X,C772,,All,All,SIMD 4,<5,trj5_simd4.csv
C20X,C775,10,d1-d2,d1,C20X,C775,,All,All,SIMD 4,<5,trj5_simd4.csv
C20X,C780,11,d1-d2,d1,C20X,C780,,All,All,SIMD 4,8,trj5_simd4.csv
C20X,C785,5,d1-d2,d1,C20X,C785,,All,All,SIMD 4,5,trj5_simd4.csv
C20X,C787,36,d1-d2,d1,C20X,C787,,All,All,SIMD 4,33,trj5_simd4.csv
C20X,C80X,6,d1-d2,d1,C20X,C80X,,All,All,SIMD 4,6,trj5_simd4.csv
C221,C780,6,d1-d2,d1,C221,C780,,All,All,SIMD 4,6,trj5_simd4.csv
C221,C787,16,d1-d2,d1,C221,C787,,All,All,SIMD 4,16,trj5_simd4.csv
C250,C787,13,d1-d2,d1,C250,C787,,All,All,SIMD 4,13,trj5_simd4.csv
C259,C780,8,d1-d2,d1,C259,C780,,All,All,SIMD 4,8,trj5_simd4.csv
C259,C786,8,d1-d2,d1,C259,C786,,All,All,SIMD 4,8,trj5_simd4.csv
C259,C787,32,d1-d2,d1,C259,C787,,All,All,SIMD 4,32,trj5_simd4.csv
C340,C795,5,d1-d2,d1,C340,C795,,All,All,SIMD 4,<5,trj5_simd4.csv
C341,C771,9,d1-d2,d1,C341,C771,,All,All,SIMD 4,<5,trj5_simd4.csv
C341,C780,6,d1-d2,d1,C341,C780,,All,All,SIMD 4,6,trj5_simd4.csv
C341,C793,11,d1-d2,d1,C341,C793,,All,All,SIMD 4,10,trj5_simd4.csv
C341,C795,13,d1-d2,d1,C341,C795,,All,All,SIMD 4,12,trj5_simd4.csv
C343,C782 D,5,d1-d2,d1,C343,C782 D,,All,All,SIMD 4,5,trj5_simd4.csv
C343,C787,8,d1-d2,d1,C343,C787,,All,All,SIMD 4,8,trj5_simd4.csv
C343,C793,5,d1-d2,d1,C343,C793,,All,All,SIMD 4,5,trj5_simd4.csv
C343,J449,5,d1-d2,d1,C343,J449,,All,All,SIMD 4,<5,trj5_simd4.csv
C349,C780,24,d1-d2,d1,C349,C780,,All,All,SIMD 4,22,trj5_simd4.csv
C349,C781,6,d1-d2,d1,C349,C781,,All,All,SIMD 4,6,trj5_simd4.csv
C349,C782,20,d1-d2,d1,C349,C782,,All,All,SIMD 4,20,trj5_simd4.csv
C349,C782 D,10,d1-d2,d1,C349,C782 D,,All,All,SIMD 4,8,trj5_simd4.csv
C349,C787,53,d1-d2,d1,C349,C787,,All,All,SIMD 4,52,trj5_simd4.csv
C349,C793,70,d1-d2,d1,C349,C793,,All,All,SIMD 4,69,trj5_simd4.csv
C349,C795,72,d1-d2,d1,C349,C795,,All,All,SIMD 4,70,trj5_simd4.csv
C349,C795 D,6,d1-d2,d1,C349,C795 D,,All,All,SIMD 4,6,trj5_simd4.csv
C349,C797,13,d1-d2,d1,C349,C797,,All,All,SIMD 4,13,trj5_simd4.csv
C349,C80X,12,d1-d2,d1,C349,C80X,,All,All,SIMD 4,12,trj5_simd4.csv
C349 D,C787,5,d1-d2,d1,C349 D,C787,,All,All,SIMD 4,5,trj5_simd4.csv
C437,C774,7,d1-d2,d1,C437,C774,,All,All,SIMD 4,<5,trj5_simd4.csv
C437,G459,6,d1-d2,d1,C437,G459,,All,All,SIMD 4,,trj5_simd4.csv
C502,C773,5,d1-d2,d1,C502,C773,,All,All,SIMD 4,,trj5_simd4.csv
C504,C773,27,d1-d2,d1,C504,C773,,All,All,SIMD 4,<5,trj5_simd4.csv
C508,C773,27,d1-d2,d1,C508,C773,,All,All,SIMD 4,<5,trj5_simd4.csv
C509,C773,186,d1-d2,d1,C509,C773,G451,All,All,SIMD 4,,trj5_simd4.csv
C773,G451,6,d2-d3,d2,C509,C773,G451,All,All,SIMD 4,,trj5_simd4.csv
C509,C773,186,d1-d2,d1,C509,C773,G459,All,All,SIMD 4,,trj5_simd4.csv
C773,G459,5,d2-d3,d2,C509,C773,G459,All,All,SIMD 4,,trj5_simd4.csv
C509,C773,186,d1-d2,d1,C509,C773,J459,All,All,SIMD 4,<5,trj5_simd4.csv
C773,J459,5,d2-d3,d2,C509,C773,J459,All,All,SIMD 4,<5,trj5_simd4.csv
C509,C773,186,d1-d2,d1,C509,C773,,All,All,SIMD 4,17,trj5_simd4.csv
C509,C780,22,d1-d2,d1,C509,C780,,All,All,SIMD 4,21,trj5_simd4.csv
C509,C782,10,d1-d2,d1,C509,C782,,All,All,SIMD 4,10,trj5_simd4.csv
C509,C782 D,5,d1-d2,d1,C509,C782 D,,All,All,SIMD 4,<5,trj5_simd4.csv
C509,C786,10,d1-d2,d1,C509,C786,,All,All,SIMD 4,9,trj5_simd4.csv
C509,C787,57,d1-d2,d1,C509,C787,,All,All,SIMD 4,55,trj5_simd4.csv
C509,C793,28,d1-d2,d1,C509,C793,,All,All,SIMD 4,28,trj5_simd4.csv
C509,C795,58,d1-d2,d1,C509,C795,,All,All,SIMD 4,52,trj5_simd4.csv
C509,C795 D,6,d1-d2,d1,C509,C795 D,,All,All,SIMD 4,6,trj5_simd4.csv
C509,C798,30,d1-d2,d1,C509,C798,,All,All,SIMD 4,18,trj5_simd4.csv
C509,C799,5,d1-d2,d1,C509,C799,,All,All,SIMD 4,5,trj5_simd4.csv
C509,C80X,20,d1-d2,d1,C509,C80X,,All,All,SIMD 4,20,trj5_simd4.csv
C509,G309,6,d1-d2,d1,C509,G309,,All,All,SIMD 4,<5,trj5_simd4.csv
C509,G309 D,11,d1-d2,d1,C509,G309 D,,All,All,SIMD 4,7,trj5_simd4.csv
C509,G451,50,d1-d2,d1,C509,G451,,All,All,SIMD 4,<5,trj5_simd4.csv
C509,G459,35,d1-d2,d1,C509,G459,,All,All,SIMD 4,<5,trj5_simd4.csv
C541,C780,5,d1-d2,d1,C541,C780,,All,All,SIMD 4,<5,trj5_simd4.csv
C541,C786,7,d1-d2,d1,C541,C786,,All,All,SIMD 4,6,trj5_simd4.csv
C541,C787,6,d1-d2,d1,C541,C787,,All,All,SIMD 4,6,trj5_simd4.csv
C541,E119,14,d1-d2,d1,C541,E119,,All,All,SIMD 4,<5,trj5_simd4.csv
C541,G459,10,d1-d2,d1,C541,G459,,All,All,SIMD 4,,trj5_simd4.csv
C56X,C780,5,d1-d2,d1,C56X,C780,,All,All,SIMD 4,5,trj5_simd4.csv
C56X,C786,41,d1-d2,d1,C56X,C786,,All,All,SIMD 4,36,trj5_simd4.csv
C56X,C787,6,d1-d2,d1,C56X,C787,,All,All,SIMD 4,6,trj5_simd4.csv
C61X,C775,11,d1-d2,d1,C61X,C775,,All,All,SIMD 4,<5,trj5_simd4.csv
C61X,C795,128,d1-d2,d1,C61X,C795,I64X,All,All,SIMD 4,5,trj5_simd4.csv
C795,I64X,5,d2-d3,d2,C61X,C795,I64X,All,All,SIMD 4,5,trj5_simd4.csv
C61X,C795,128,d1-d2,d1,C61X,C795,,All,All,SIMD 4,106,trj5_simd4.csv
C61X,C795 D,12,d1-d2,d1,C61X,C795 D,,All,All,SIMD 4,12,trj5_simd4.csv
C61X,C798,18,d1-d2,d1,C61X,C798,,All,All,SIMD 4,16,trj5_simd4.csv
C61X,C799,6,d1-d2,d1,C61X,C799,,All,All,SIMD 4,5,trj5_simd4.csv
C61X,C80X,15,d1-d2,d1,C61X,C80X,,All,All,SIMD 4,14,trj5_simd4.csv
C61X,G309,7,d1-d2,d1,C61X,G309,,All,All,SIMD 4,6,trj5_simd4.csv
C61X,G309 D,6,d1-d2,d1,C61X,G309 D,,All,All,SIMD 4,<5,trj5_simd4.csv
C61X D,C795,5,d1-d2,d1,C61X D,C795,,All,All,SIMD 4,5,trj5_simd4.csv
C64X,C780,28,d1-d2,d1,C64X,C780,,All,All,SIMD 4,24,trj5_simd4.csv
