source,target,count,stage,start_stage,disease1,disease2,disease3,sex,age_group,simd,n_death,dataset
B182,G459,15,d1-d2,d1,B182,G459,,All,All,All,<5,trj5.csv
C01X,C770,37,d1-d2,d1,C01X,C770,,All,All,All,11,trj5.csv
C021,C770,9,d1-d2,d1,C021,C770,,All,All,All,5,trj5.csv
C029,C770,15,d1-d2,d1,C029,C770,,All,All,All,10,trj5.csv
C07X,C770,5,d1-d2,d1,C07X,C770,,All,All,All,<5,trj5.csv
C099,C770,40,d1-d2,d1,C099,C770,,All,All,All,5,trj5.csv
C109,C770,7,d1-d2,d1,C109,C770,,All,All,All,<5,trj5.csv
C12X,C770,9,d1-d2,d1,C12X,C770,,All,All,All,7,trj5.csv
C154,C771,5,d1-d2,d1,C154,C771,,All,All,All,<5,trj5.csv
C154,C780,5,d1-d2,d1,C154,C780,,All,All,All,5,trj5.csv
C155,C771,7,d1-d2,d1,C155,C771,,All,All,All,7,trj5.csv
C155,C780,9,d1-d2,d1,C155,C780,,All,All,All,9,trj5.csv
C155,C787,25,d1-d2,d1,C155,C787,,All,All,All,24,trj5.csv
C159,C771,6,d1-d2,d1,C159,C771,,All,All,All,5,trj5.csv
C159,C772,6,d1-d2,d1,C159,C772,,All,All,All,6,trj5.csv
C159,C779,6,d1-d2,d1,C159,C779,,All,All,All,6,trj5.csv
C159,C780,16,d1-d2,d1,C159,C780,,All,All,All,16,trj5.csv
C159,C786,10,d1-d2,d1,C159,C786,,All,All,All,10,trj5.csv
C159,C787,60,d1-d2,d1,C159,C787,,All,All,All,58,trj5.csv
C159,C793,13,d1-d2,d1,C159,C793,,All,All,All,13,trj5.csv
C159,C795,22,d1-d2,d1,C159,C795,,All,All,All,22,trj5.csv
C169,C772,11,d1-d2,d1,C169,C772,,All,All,All,11,trj5.csv
C169,C780,10,d1-d2,d1,C169,C780,,All,All,All,10,trj5.csv
C169,C786,17,d1-d2,d1,C169,C786,,All,All,All,17,trj5.csv
C169,C787,48,d1-d2,d1,C169,C787,,All,All,All,48,trj5.csv
C169,C788,10,d1-d2,d1,C169,C788,,All,All,All,10,trj5.csv
C169,C80X,14,d1-d2,d1,C169,C80X,,All,All,All,14,trj5.csv
C169 D,C787,5,d1-d2,d1,C169 D,C787,,All,All,All,5,trj5.csv
C170,C787,9,d1-d2,d1,C170,C787,,All,All,All,9,trj5.csv
C172,C772,9,d1-d2,d1,C172,C772,,All,All,All,<5,trj5.csv
C172,C787,5,d1-d2,d1,C172,C787,,All,All,All,<5,trj5.csv
C180,C772,33,d1-d2,d1,C180,C772,,All,All,All,17,trj5.csv
C180,C779,7,d1-d2,d1,C180,C779,,All,All,All,<5,trj5.csv
C180,C780,19,d1-d2,d1,C180,C780,,All,All,All,17,trj5.csv
C180,C786,19,d1-d2,d1,C180,C786,,All,All,All,17,trj5.csv
C180,C787,89,d1-d2,d1,C180,C787,E119,All,All,All,5,trj5.csv
C787,E119,5,d2-d3,d2,C180,C787,E119,All,All,All,5,trj5.csv
C180,C787,89,d1-d2,d1,C180,C787,,All,All,All,76,trj5.csv
C180,C80X,9,d1-d2,d1,C180,C80X,,All,All,All,9,trj5.csv
C181,C786,14,d1-d2,d1,C181,C786,,All,All,All,7,trj5.csv
C182,C772,15,d1-d2,d1,C182,C772,,All,All,All,6,trj5.csv
C182,C780,6,d1-d2,d1,C182,C780,,All,All,All,6,trj5.csv
C182,C787,31,d1-d2,d1,C182,C787,,All,All,All,29,trj5.csv
C183,C772,7,d1-d2,d1,C183,C772,,All,All,All,<5,trj5.csv
C183,C787,13,d1-d2,d1,C183,C787,,All,All,All,10,trj5.csv
C184,C772,12,d1-d2,d1,C184,C772,,All,All,All,7,trj5.csv
C184,C786,5,d1-d2,d1,C184,C786,,All,All,All,5,trj5.csv
C184,C787,13,d1-d2,d1,C184,C787,,All,All,All,10,trj5.csv
C185,C772,5,d1-d2,d1,C185,C772,,All,All,All,<5,trj5.csv
C185,C786,5,d1-d2,d1,C185,C786,,All,All,All,<5,trj5.csv
C185,C787,12,d1-d2,d1,C185,C787,,All,All,All,12,trj5.csv
C186,C787,17,d1-d2,d1,C186,C787,,All,All,All,11,trj5.csv
C187,C772,46,d1-d2,d1,C187,C772,,All,All,All,19,trj5.csv
C187,C779,16,d1-d2,d1,C187,C779,,All,All,All,<5,trj5.csv
C187,C780,33,d1-d2,d1,C187,C780,,All,All,All,29,trj5.csv
C187,C786,26,d1-d2,d1,C187,C786,,All,All,All,22,trj5.csv
C187,C787,95,d1-d2,d1,C187,C787,,All,All,All,81,trj5.csv
C187,C80X,13,d1-d2,d1,C187,C80X,,All,All,All,13,trj5.csv
C187,G309 D,6,d1-d2,d1,C187,G309 D,,All,All,All,6,trj5.csv
C189,C780,30,d1-d2,d1,C189,C780,,All,All,All,28,trj5.csv
C189,C785,22,d1-d2,d1,C189,C785,,All,All,All,22,trj5.csv
C189,C787,125,d1-d2,d1,C189,C787,E119,All,All,All,6,trj5.csv
C787,E119,6,d2-d3,d2,C189,C787,E119,All,All,All,6,trj5.csv
C189,C787,125,d1-d2,d1,C189,C787,,All,All,All,114,trj5.csv
C189,C796,6,d1-d2,d1,C189,C796,,All,All,All,5,trj5.csv
C189,C798,9,d1-d2,d1,C189,C798,,All,All,All,9,trj5.csv
C189,C80X,25,d1-d2,d1,C189,C80X,,All,All,All,25,trj5.csv
C19X,C772,11,d1-d2,d1,C19X,C772,,All,All,All,<5,trj5.csv
C19X,C780,40,d1-d2,d1,C19X,C780,,All,All,All,33,trj5.csv
C19X,C785,9,d1-d2,d1,C19X,C785,,All,All,All,9,trj5.csv
C19X,C786,19,d1-d2,d1,C19X,C786,,All,All,All,19,trj5.csv
C19X,C787,92,d1-d2,d1,C19X,C787,E119,All,All,All,<5,trj5.csv
C787,E119,5,d2-d3,d2,C19X,C787,E119,All,All,All,<5,trj5.csv
C19X,C787,92,d1-d2,d1,C19X,C787,,All,All,All,83,trj5.csv
C19X,C80X,7,d1-d2,d1,C19X,C80X,,All,All,All,7,trj5.csv
C20X,C772,24,d1-d2,d1,C20X,C772,,All,All,All,7,trj5.csv
C20X,C775,31,d1-d2,d1,C20X,C775,,All,All,All,9,trj5.csv
C20X,C779,12,d1-d2,d1,C20X,C779,,All,All,All,<5,trj5.csv
C20X,C780,72,d1-d2,d1,C20X,C780,,All,All,All,60,trj5.csv
C20X,C785,14,d1-d2,d1,C20X,C785,,All,All,All,14,trj5.csv
C20X,C786,11,d1-d2,d1,C20X,C786,,All,All,All,11,trj5.csv
C20X,C787,123,d1-d2,d1,C20X,C787,,All,All,All,102,trj5.csv
C20X,C793,11,d1-d2,d1,C20X,C793,,All,All,All,11,trj5.csv
C20X,C80X,11,d1-d2,d1,C20X,C80X,,All,All,All,11,trj5.csv
C210,C787,5,d1-d2,d1,C210,C787,,All,All,All,5,trj5.csv
C221,C780,18,d1-d2,d1,C221,C780,,All,All,All,18,trj5.csv
C221,C786,9,d1-d2,d1,C221,C786,,All,All,All,8,trj5.csv
C221,C787,42,d1-d2,d1,C221,C787,,All,All,All,41,trj5.csv
C229,C80X,5,d1-d2,d1,C229,C80X,,All,All,All,5,trj5.csv
C23X,C787,18,d1-d2,d1,C23X,C787,,All,All,All,17,trj5.csv
C250,C780,12,d1-d2,d1,C250,C780,,All,All,All,12,trj5.csv
C250,C786,5,d1-d2,d1,C250,C786,,All,All,All,5,trj5.csv
C250,C787,58,d1-d2,d1,C250,C787,E119,All,All,All,9,trj5.csv
C787,E119,9,d2-d3,d2,C250,C787,E119,All,All,All,9,trj5.csv
C250,C787,58,d1-d2,d1,C250,C787,,All,All,All,46,trj5.csv
C251,C787,11,d1-d2,d1,C251,C787,,All,All,All,11,trj5.csv
C252,C787,26,d1-d2,d1,C252,C787,E119,All,All,All,<5,trj5.csv
C787,E119,5,d2-d3,d2,C252,C787,E119,All,All,All,<5,trj5.csv
C252,C787,26,d1-d2,d1,C252,C787,,All,All,All,21,trj5.csv
C259,C772,7,d1-d2,d1,C259,C772,,All,All,All,7,trj5.csv
C259,C780,28,d1-d2,d1,C259,C780,,All,All,All,26,trj5.csv
C259,C786,20,d1-d2,d1,C259,C786,,All,All,All,20,trj5.csv
C259,C787,114,d1-d2,d1,C259,C787,,All,All,All,114,trj5.csv
C259,C788,11,d1-d2,d1,C259,C788,,All,All,All,11,trj5.csv
C259,C80X,17,d1-d2,d1,C259,C80X,,All,All,All,17,trj5.csv
C321,C770,6,d1-d2,d1,C321,C770,,All,All,All,<5,trj5.csv
C340,C771,8,d1-d2,d1,C340,C771,,All,All,All,7,trj5.csv
C340,C780,9,d1-d2,d1,C340,C780,,All,All,All,8,trj5.csv
C340,C782 D,7,d1-d2,d1,C340,C782 D,,All,All,All,7,trj5.csv
C340,C793,8,d1-d2,d1,C340,C793,,All,All,All,8,trj5.csv
C340,C795,12,d1-d2,d1,C340,C795,,All,All,All,11,trj5.csv
C340,C80X,5,d1-d2,d1,C340,C80X,,All,All,All,5,trj5.csv
C341,C770,27,d1-d2,d1,C341,C770,,All,All,All,23,trj5.csv
C341,C771,62,d1-d2,d1,C341,C771,J440,All,All,All,<5,trj5.csv
C771,J440,7,d2-d3,d2,C341,C771,J440,All,All,All,<5,trj5.csv
C341,C771,62,d1-d2,d1,C341,C771,J449,All,All,All,<5,trj5.csv
C771,J449,6,d2-d3,d2,C341,C771,J449,All,All,All,<5,trj5.csv
C341,C771,62,d1-d2,d1,C341,C771,,All,All,All,35,trj5.csv
C341,C780,35,d1-d2,d1,C341,C780,,All,All,All,33,trj5.csv
C341,C782,9,d1-d2,d1,C341,C782,,All,All,All,7,trj5.csv
C341,C782 D,15,d1-d2,d1,C341,C782 D,,All,All,All,15,trj5.csv
C341,C793,71,d1-d2,d1,C341,C793,J449,All,All,All,6,trj5.csv
C793,J449,6,d2-d3,d2,C341,C793,J449,All,All,All,6,trj5.csv
C341,C793,71,d1-d2,d1,C341,C793,,All,All,All,64,trj5.csv
C341,C795,45,d1-d2,d1,C341,C795,J449,All,All,All,5,trj5.csv
C795,J449,5,d2-d3,d2,C341,C795,J449,All,All,All,5,trj5.csv
C341,C795,45,d1-d2,d1,C341,C795,,All,All,All,39,trj5.csv
C341,C795 D,13,d1-d2,d1,C341,C795 D,,All,All,All,13,trj5.csv
C341,C797,18,d1-d2,d1,C341,C797,,All,All,All,12,trj5.csv
C341,C80X,10,d1-d2,d1,C341,C80X,,All,All,All,10,trj5.csv
C341,J439,11,d1-d2,d1,C341,J439,,All,All,All,8,trj5.csv
C342,C793,7,d1-d2,d1,C342,C793,,All,All,All,7,trj5.csv
C342,C795,6,d1-d2,d1,C342,C795,,All,All,All,6,trj5.csv
C342,J449,5,d1-d2,d1,C342,J449,,All,All,All,<5,trj5.csv
C343,C770,6,d1-d2,d1,C343,C770,,All,All,All,6,trj5.csv
C343,C771,36,d1-d2,d1,C343,C771,,All,All,All,24,trj5.csv
C343,C780,11,d1-d2,d1,C343,C780,,All,All,All,10,trj5.csv
C343,C782,5,d1-d2,d1,C343,C782,,All,All,All,5,trj5.csv
C343,C782 D,11,d1-d2,d1,C343,C782 D,,All,All,All,11,trj5.csv
C343,C787,24,d1-d2,d1,C343,C787,,All,All,All,24,trj5.csv
C343,C793,20,d1-d2,d1,C343,C793,,All,All,All,20,trj5.csv
C343,C795,20,d1-d2,d1,C343,C795,,All,All,All,20,trj5.csv
C343,J449,29,d1-d2,d1,C343,J449,,All,All,All,19,trj5.csv
C349,C771,46,d1-d2,d1,C349,C771,J449,All,All,All,6,trj5.csv
C771,J449,6,d2-d3,d2,C349,C771,J449,All,All,All,6,trj5.csv
C349,C771,46,d1-d2,d1,C349,C771,,All,All,All,33,trj5.csv
C349,C779,8,d1-d2,d1,C349,C779,,All,All,All,8,trj5.csv
C349,C780,130,d1-d2,d1,C349,C780,,All,All,All,126,trj5.csv
C349,C781,16,d1-d2,d1,C349,C781,,All,All,All,15,trj5.csv
C349,C782,52,d1-d2,d1,C349,C782,,All,All,All,52,trj5.csv
C349,C782 D,28,d1-d2,d1,C349,C782 D,,All,All,All,26,trj5.csv
C349,C787,275,d1-d2,d1,C349,C787,E119,All,All,All,6,trj5.csv
C787,E119,6,d2-d3,d2,C349,C787,E119,All,All,All,6,trj5.csv
C349,C787,275,d1-d2,d1,C349,C787,J449,All,All,All,27,trj5.csv
C787,J449,28,d2-d3,d2,C349,C787,J449,All,All,All,27,trj5.csv
C349,C787,275,d1-d2,d1,C349,C787,,All,All,All,237,trj5.csv
C349,C790,6,d1-d2,d1,C349,C790,,All,All,All,5,trj5.csv
C349,C793,312,d1-d2,d1,C349,C793,E119,All,All,All,8,trj5.csv
C793,E119,8,d2-d3,d2,C349,C793,E119,All,All,All,8,trj5.csv
C349,C793,312,d1-d2,d1,C349,C793,J449,All,All,All,11,trj5.csv
C793,J449,11,d2-d3,d2,C349,C793,J449,All,All,All,11,trj5.csv
C349,C793,312,d1-d2,d1,C349,C793,,All,All,All,285,trj5.csv
C349,C795,271,d1-d2,d1,C349,C795,J449,All,All,All,23,trj5.csv
C795,J449,23,d2-d3,d2,C349,C795,J449,All,All,All,23,trj5.csv
C349,C795,271,d1-d2,d1,C349,C795,,All,All,All,245,trj5.csv
C349,C795 D,23,d1-d2,d1,C349,C795 D,,All,All,All,22,trj5.csv
C349,C797,37,d1-d2,d1,C349,C797,,All,All,All,37,trj5.csv
C349,C798,33,d1-d2,d1,C349,C798,,All,All,All,32,trj5.csv
C349,C80X,77,d1-d2,d1,C349,C80X,J449,All,All,All,9,trj5.csv
C80X,J449,9,d2-d3,d2,C349,C80X,J449,All,All,All,9,trj5.csv
C349,C80X,77,d1-d2,d1,C349,C80X,,All,All,All,68,trj5.csv
C349 D,C787,14,d1-d2,d1,C349 D,C787,,All,All,All,14,trj5.csv
C349 D,C795,8,d1-d2,d1,C349 D,C795,,All,All,All,7,trj5.csv
C411,C770,5,d1-d2,d1,C411,C770,,All,All,All,<5,trj5.csv
C433,G451,6,d1-d2,d1,C433,G451,,All,All,All,,trj5.csv
C435,C773,10,d1-d2,d1,C435,C773,,All,All,All,5,trj5.csv
C435,C793,10,d1-d2,d1,C435,C793,,All,All,All,8,trj5.csv
C435,G451,12,d1-d2,d1,C435,G451,,All,All,All,<5,trj5.csv
C437,C774,22,d1-d2,d1,C437,C774,,All,All,All,7,trj5.csv
C437,E119,13,d1-d2,d1,C437,E119,,All,All,All,<5,trj5.csv
C437,G459,16,d1-d2,d1,C437,G459,,All,All,All,,trj5.csv
C500,C773,5,d1-d2,d1,C500,C773,,All,All,All,,trj5.csv
C502,C773,31,d1-d2,d1,C502,C773,,All,All,All,5,trj5.csv
C504,C773,172,d1-d2,d1,C504,C773,G451,All,All,All,<5,trj5.csv
C773,G451,10,d2-d3,d2,C504,C773,G451,All,All,All,<5,trj5.csv
C504,C773,172,d1-d2,d1,C504,C773,G459,All,All,All,,trj5.csv
C773,G459,5,d2-d3,d2,C504,C773,G459,All,All,All,,trj5.csv
C504,C773,172,d1-d2,d1,C504,C773,,All,All,All,22,trj5.csv
C504,C793,10,d1-d2,d1,C504,C793,,All,All,All,9,trj5.csv
C504,C795,11,d1-d2,d1,C504,C795,,All,All,All,7,trj5.csv
C504,C795 D,6,d1-d2,d1,C504,C795 D,,All,All,All,5,trj5.csv
C508,C773,159,d1-d2,d1,C508,C773,G451,All,All,All,<5,trj5.csv
C773,G451,13,d2-d3,d2,C508,C773,G451,All,All,All,<5,trj5.csv
C508,C773,159,d1-d2,d1,C508,C773,,All,All,All,10,trj5.csv
C508,C795,7,d1-d2,d1,C508,C795,,All,All,All,<5,trj5.csv
C509,C773,571,d1-d2,d1,C509,C773,E119,All,All,All,<5,trj5.csv
C773,E119,11,d2-d3,d2,C509,C773,E119,All,All,All,<5,trj5.csv
C509,C773,571,d1-d2,d1,C509,C773,G309,All,All,All,<5,trj5.csv
C773,G309,5,d2-d3,d2,C509,C773,G309,All,All,All,<5,trj5.csv
C509,C773,571,d1-d2,d1,C509,C773,G451,All,All,All,<5,trj5.csv
C773,G451,20,d2-d3,d2,C509,C773,G451,All,All,All,<5,trj5.csv
C509,C773,571,d1-d2,d1,C509,C773,G459,All,All,All,<5,trj5.csv
C773,G459,13,d2-d3,d2,C509,C773,G459,All,All,All,<5,trj5.csv
C509,C773,571,d1-d2,d1,C509,C773,J440,All,All,All,<5,trj5.csv
C773,J440,6,d2-d3,d2,C509,C773,J440,All,All,All,<5,trj5.csv
C509,C773,571,d1-d2,d1,C509,C773,J449,All,All,All,<5,trj5.csv
C773,J449,7,d2-d3,d2,C509,C773,J449,All,All,All,<5,trj5.csv
C509,C773,571,d1-d2,d1,C509,C773,J459,All,All,All,<5,trj5.csv
C773,J459,15,d2-d3,d2,C509,C773,J459,All,All,All,<5,trj5.csv
C509,C773,571,d1-d2,d1,C509,C773,,All,All,All,71,trj5.csv
C509,C780,116,d1-d2,d1,C509,C780,E119,All,All,All,5,trj5.csv
C780,E119,5,d2-d3,d2,C509,C780,E119,All,All,All,5,trj5.csv
C509,C780,116,d1-d2,d1,C509,C780,,All,All,All,104,trj5.csv
C509,C782,28,d1-d2,d1,C509,C782,,All,All,All,27,trj5.csv
C509,C782 D,16,d1-d2,d1,C509,C782 D,,All,All,All,12,trj5.csv
C509,C786,39,d1-d2,d1,C509,C786,,All,All,All,38,trj5.csv
C509,C787,189,d1-d2,d1,C509,C787,E119,All,All,All,5,trj5.csv
C787,E119,5,d2-d3,d2,C509,C787,E119,All,All,All,5,trj5.csv
C509,C787,189,d1-d2,d1,C509,C787,,All,All,All,179,trj5.csv
C509,C788,6,d1-d2,d1,C509,C788,,All,All,All,6,trj5.csv
C509,C793,96,d1-d2,d1,C509,C793,,All,All,All,93,trj5.csv
C509,C795,229,d1-d2,d1,C509,C795,E119,All,All,All,12,trj5.csv
C795,E119,12,d2-d3,d2,C509,C795,E119,All,All,All,12,trj5.csv
C509,C795,229,d1-d2,d1,C509,C795,,All,All,All,200,trj5.csv
C509,C795 D,35,d1-d2,d1,C509,C795 D,,All,All,All,33,trj5.csv
C509,C798,95,d1-d2,d1,C509,C798,,All,All,All,68,trj5.csv
C509,C799,11,d1-d2,d1,C509,C799,,All,All,All,11,trj5.csv
C509,C80X,41,d1-d2,d1,C509,C80X,,All,All,All,40,trj5.csv
C509,E119,5,d1-d2,d1,C509,E119,G459,All,All,All,,trj5.csv
E119,G459,5,d2-d3,d2,C509,E119,G459,All,All,All,,trj5.csv
C509,G309,12,d1-d2,d1,C509,G309,,All,All,All,9,trj5.csv
C509,G309 D,25,d1-d2,d1,C509,G309 D,,All,All,All,16,trj5.csv
C509,G451,144,d1-d2,d1,C509,G451,C795,All,All,All,5,trj5.csv
G451,C795,5,d2-d3,d2,C509,G451,C795,All,All,All,5,trj5.csv
C509,G451,144,d1-d2,d1,C509,G451,,All,All,All,9,trj5.csv
C509,G459,95,d1-d2,d1,C509,G459,,All,All,All,10,trj5.csv
C509,I619,7,d1-d2,d1,C509,I619,,All,All,All,6,trj5.csv
C509,J459,5,d1-d2,d1,C509,J459,G459,All,All,All,<5,trj5.csv
J459,G459,5,d2-d3,d2,C509,J459,G459,All,All,All,<5,trj5.csv
C519,C774,10,d1-d2,d1,C519,C774,,All,All,All,9,trj5.csv
C539,C775,11,d1-d2,d1,C539,C775,,All,All,All,5,trj5.csv
C539,C780,16,d1-d2,d1,C539,C780,,All,All,All,15,trj5.csv
C539,C786,7,d1-d2,d1,C539,C786,,All,All,All,7,trj5.csv
C539,C787,14,d1-d2,d1,C539,C787,,All,All,All,14,trj5.csv
C539,C798,14,d1-d2,d1,C539,C798,,All,All,All,9,trj5.csv
C539,N19X,8,d1-d2,d1,C539,N19X,,All,All,All,7,trj5.csv
C541,C772,8,d1-d2,d1,C541,C772,,All,All,All,6,trj5.csv
C541,C775,13,d1-d2,d1,C541,C775,,All,All,All,5,trj5.csv
C541,C780,27,d1-d2,d1,C541,C780,,All,All,All,24,trj5.csv
C541,C786,28,d1-d2,d1,C541,C786,,All,All,All,25,trj5.csv
C541,C787,13,d1-d2,d1,C541,C787,,All,All,All,13,trj5.csv
C541,C795,7,d1-d2,d1,C541,C795,,All,All,All,6,trj5.csv
C541,C798,8,d1-d2,d1,C541,C798,,All,All,All,<5,trj5.csv
C541,C80X,8,d1-d2,d1,C541,C80X,,All,All,All,8,trj5.csv
C541,E119,51,d1-d2,d1,C541,E119,,All,All,All,11,trj5.csv
C541,G459,32,d1-d2,d1,C541,G459,,All,All,All,<5,trj5.csv
C55X,C780,12,d1-d2,d1,C55X,C780,,All,All,All,12,trj5.csv
C56X,C780,13,d1-d2,d1,C56X,C780,,All,All,All,12,trj5.csv
C56X,C785,13,d1-d2,d1,C56X,C785,,All,All,All,8,trj5.csv
C56X,C786,172,d1-d2,d1,C56X,C786,,All,All,All,146,trj5.csv
C56X,C787,37,d1-d2,d1,C56X,C787,,All,All,All,35,trj5.csv
C56X,C788,5,d1-d2,d1,C56X,C788,,All,All,All,5,trj5.csv
C56X,C793,19,d1-d2,d1,C56X,C793,,All,All,All,18,trj5.csv
C56X,C796,19,d1-d2,d1,C56X,C796,,All,All,All,19,trj5.csv
C61X,C775,36,d1-d2,d1,C61X,C775,,All,All,All,9,trj5.csv
C61X,C780,16,d1-d2,d1,C61X,C780,,All,All,All,15,trj5.csv
C61X,C795,421,d1-d2,d1,C61X,C795,E119,All,All,All,13,trj5.csv
C795,E119,15,d2-d3,d2,C61X,C795,E119,All,All,All,13,trj5.csv
C61X,C795,421,d1-d2,d1,C61X,C795,F03X,All,All,All,7,trj5.csv
C795,F03X,8,d2-d3,d2,C61X,C795,F03X,All,All,All,7,trj5.csv
C61X,C795,421,d1-d2,d1,C61X,C795,I501,All,All,All,5,trj5.csv
C795,I501,5,d2-d3,d2,C61X,C795,I501,All,All,All,5,trj5.csv
C61X,C795,421,d1-d2,d1,C61X,C795,I64X,All,All,All,6,trj5.csv
C795,I64X,7,d2-d3,d2,C61X,C795,I64X,All,All,All,6,trj5.csv
C61X,C795,421,d1-d2,d1,C61X,C795,J449,All,All,All,9,trj5.csv
C795,J449,9,d2-d3,d2,C61X,C795,J449,All,All,All,9,trj5.csv
C61X,C795,421,d1-d2,d1,C61X,C795,J459,All,All,All,5,trj5.csv
C795,J459,5,d2-d3,d2,C61X,C795,J459,All,All,All,5,trj5.csv
C61X,C795,421,d1-d2,d1,C61X,C795,N19X,All,All,All,5,trj5.csv
C795,N19X,5,d2-d3,d2,C61X,C795,N19X,All,All,All,5,trj5.csv
C61X,C795,421,d1-d2,d1,C61X,C795,,All,All,All,311,trj5.csv
C61X,C795 D,44,d1-d2,d1,C61X,C795 D,,All,All,All,42,trj5.csv
C61X,C798,59,d1-d2,d1,C61X,C798,,All,All,All,52,trj5.csv
C61X,C799,19,d1-d2,d1,C61X,C799,,All,All,All,16,trj5.csv
C61X,C80X,46,d1-d2,d1,C61X,C80X,,All,All,All,44,trj5.csv
C61X,F051,7,d1-d2,d1,C61X,F051,,All,All,All,6,trj5.csv
C61X,G309,17,d1-d2,d1,C61X,G309,,All,All,All,16,trj5.csv
C61X,G309 D,13,d1-d2,d1,C61X,G309 D,,All,All,All,7,trj5.csv
C61X D,C795,13,d1-d2,d1,C61X D,C795,,All,All,All,13,trj5.csv
C629,C780,12,d1-d2,d1,C629,C780,,All,All,All,<5,trj5.csv
C629,G451,11,d1-d2,d1,C629,G451,,All,All,All,,trj5.csv
C64X,C772,5,d1-d2,d1,C64X,C772,,All,All,All,<5,trj5.csv
C64X,C780,81,d1-d2,d1,C64X,C780,,All,All,All,69,trj5.csv
C64X,C786,5,d1-d2,d1,C64X,C786,,All,All,All,<5,trj5.csv
C64X,C787,30,d1-d2,d1,C64X,C787,,All,All,All,28,trj5.csv
C64X,C790,15,d1-d2,d1,C64X,C790,,All,All,All,14,trj5.csv
C64X,C793,19,d1-d2,d1,C64X,C793,,All,All,All,18,trj5.csv
C64X,C795,40,d1-d2,d1,C64X,C795,,All,All,All,36,trj5.csv
C64X,C795 D,8,d1-d2,d1,C64X,C795 D,,All,All,All,6,trj5.csv
C64X,C797,6,d1-d2,d1,C64X,C797,,All,All,All,6,trj5.csv
C64X,C80X,18,d1-d2,d1,C64X,C80X,,All,All,All,18,trj5.csv
C64X,N183,13,d1-d2,d1,C64X,N183,,All,All,All,<5,trj5.csv
C65X,C780,5,d1-d2,d1,C65X,C780,,All,All,All,5,trj5.csv
C679,C775,9,d1-d2,d1,C679,C775,,All,All,All,5,trj5.csv
C679,C780,29,d1-d2,d1,C679,C780,,All,All,All,28,trj5.csv
C679,C786,10,d1-d2,d1,C679,C786,,All,All,All,10,trj5.csv
C679,C787,41,d1-d2,d1,C679,C787,,All,All,All,40,trj5.csv
C679,C791,20,d1-d2,d1,C679,C791,,All,All,All,20,trj5.csv
C679,C795,47,d1-d2,d1,C679,C795,N189,All,All,All,5,trj5.csv
C795,N189,5,d2-d3,d2,C679,C795,N189,All,All,All,5,trj5.csv
C679,C795,47,d1-d2,d1,C679,C795,,All,All,All,40,trj5.csv
C679,C795 D,6,d1-d2,d1,C679,C795 D,,All,All,All,5,trj5.csv
C679,C798,10,d1-d2,d1,C679,C798,,All,All,All,10,trj5.csv
C679,C80X,14,d1-d2,d1,C679,C80X,,All,All,All,14,trj5.csv
C679,E119,75,d1-d2,d1,C679,E119,N183,All,All,All,<5,trj5.csv
E119,N183,7,d2-d3,d2,C679,E119,N183,All,All,All,<5,trj5.csv
C679,E119,75,d1-d2,d1,C679,E119,,All,All,All,27,trj5.csv
C679,F03X,30,d1-d2,d1,C679,F03X,,All,All,All,25,trj5.csv
C679,G309,12,d1-d2,d1,C679,G309,,All,All,All,10,trj5.csv
C679,J439,6,d1-d2,d1,C679,J439,,All,All,All,5,trj5.csv
C679,J441,5,d1-d2,d1,C679,J441,,All,All,All,5,trj5.csv
C679,J449,37,d1-d2,d1,C679,J449,,All,All,All,26,trj5.csv
C679,N189,19,d1-d2,d1,C679,N189,,All,All,All,18,trj5.csv
C679,N19X,19,d1-d2,d1,C679,N19X,,All,All,All,19,trj5.csv
C693,C787,5,d1-d2,d1,C693,C787,,All,All,All,5,trj5.csv
C73X,C770,21,d1-d2,d1,C73X,C770,,All,All,All,5,trj5.csv
C73X,C780,8,d1-d2,d1,C73X,C780,,All,All,All,7,trj5.csv
C762,C787,7,d1-d2,d1,C762,C787,,All,All,All,7,trj5.csv
C773,C509,17,d1-d2,d1,C773,C509,G451,All,All,All,<5,trj5.csv
C509,G451,12,d2-d3,d2,C773,C509,G451,All,All,All,<5,trj5.csv
C773,C509,17,d1-d2,d1,C773,C509,G459,All,All,All,,trj5.csv
C509,G459,5,d2-d3,d2,C773,C509,G459,All,All,All,,trj5.csv
C821,E103 D,11,d1-d2,d1,C821,E103 D,E109,All,All,All,,trj5.csv
E103 D,E109,5,d2-d3,d2,C821,E103 D,E109,All,All,All,,trj5.csv
C821,E103 D,11,d1-d2,d1,C821,E103 D,,All,All,All,,trj5.csv
C829,G451,7,d1-d2,d1,C829,G451,,All,All,All,<5,trj5.csv
C900,N183,5,d1-d2,d1,C900,N183,,All,All,All,<5,trj5.csv
C900,N19X,25,d1-d2,d1,C900,N19X,,All,All,All,22,trj5.csv
E101,E103 D,30,d1-d2,d1,E101,E103 D,,All,All,All,<5,trj5.csv
E101,J459,33,d1-d2,d1,E101,J459,,All,All,All,<5,trj5.csv
E109,E103 D,44,d1-d2,d1,E109,E103 D,,All,All,All,9,trj5.csv
E109,E105,7,d1-d2,d1,E109,E105,,All,All,All,<5,trj5.csv
E109,I64X,11,d1-d2,d1,E109,I64X,,All,All,All,7,trj5.csv
E109,J459,57,d1-d2,d1,E109,J459,G451,All,All,All,<5,trj5.csv
